Label_JD,Job Title,Location,Company,Job Type,Job Description
JD 1229,Cybersecurity Specialist,"George Town, Malaysia",Malone Group,Internship,"As a Cybersecurity Specialist, you will be responsible for designing creative solutions. The ideal candidate should have a degree in a relevant field and be passionate about Creative Design. Join our dynamic team at Malone Group and contribute to delivering exceptional results."
JD 1230,Marketing Specialist,"Seria, Brunei",Keller LLC,Temporary,"We are looking for a dedicated Marketing Specialist to join our Engineering team at Keller LLC. Your role will involve analyzing data. If you have experience in a customer-oriented mindset, apply today and make a difference!"
JD 1231,Software Developer,"Bandar Seri Begawan, Brunei",Robles-Combs,Internship,"As a Software Developer, you will be responsible for analyzing data. The ideal candidate should have proven experience and be passionate about Creative Design. Join our dynamic team at Robles-Combs and contribute to building a better tomorrow."
JD 1232,Marketing Specialist,"George Town, Malaysia",Moore Group,Remote,"As a Marketing Specialist, you will be responsible for analyzing data. The ideal candidate should have proven experience and be passionate about Creative Design. Join our dynamic team at Moore Group and contribute to shaping the future of the industry."
JD 1233,Sales Executive,"George Town, Malaysia","Wright, Holland and Long",Part-time,"We are looking for a dedicated Sales Executive to join our Engineering team at Wright, Holland and Long. Your role will involve designing creative solutions. If you have experience in excellent communication skills, apply today and make a difference!"
JD 1234,Project Manager,Singapore,"Henson, Williams and Griffith",Remote,"As a Project Manager, you will be responsible for leading teams. The ideal candidate should have a customer-oriented mindset and be passionate about IT. Join our dynamic team at Henson, Williams and Griffith and contribute to building a better tomorrow."
JD 1235,HR Manager,Singapore,Avery-George,Remote,"We are looking for a dedicated HR Manager to join our Finance team at Avery-George. Your role will involve analyzing data. If you have experience in strong technical knowledge, apply today and make a difference!"
JD 1236,Data Analyst,"Shah Alam, Malaysia",Riddle-Sullivan,Temporary,"We are looking for a dedicated Data Analyst to join our Creative Design team at Riddle-Sullivan. Your role will involve designing creative solutions. If you have experience in excellent communication skills, apply today and make a difference!"
JD 1237,Graphic Designer,"Seria, Brunei",Rasmussen-Hill,Contract,"We are looking for a dedicated Graphic Designer to join our Finance team at Rasmussen-Hill. Your role will involve leading teams. If you have experience in a degree in a relevant field, apply today and make a difference!"
JD 1238,Marketing Specialist,"Pasir Ris, Singapore","Bell, Thomas and Banks",Part-time,"As a Marketing Specialist, you will be responsible for leading teams. The ideal candidate should have strong technical knowledge and be passionate about Creative Design. Join our dynamic team at Bell, Thomas and Banks and contribute to building a better tomorrow."
JD 1239,Marketing Specialist,"Pasir Ris, Singapore",Baird Group,Temporary,"As a Marketing Specialist, you will be responsible for designing creative solutions. The ideal candidate should have proven experience and be passionate about Marketing. Join our dynamic team at Baird Group and contribute to shaping the future of the industry."
JD 1240,Sales Executive,"Seria, Brunei","May, Oliver and Lambert",Internship,"We are looking for a dedicated Sales Executive to join our Creative Design team at May, Oliver and Lambert. Your role will involve developing software. If you have experience in excellent communication skills, apply today and make a difference!"
JD 1241,Cybersecurity Specialist,"Johor Bahru, Malaysia",Charles Ltd,Temporary,"We are looking for a dedicated Cybersecurity Specialist to join our IT team at Charles Ltd. Your role will involve leading teams. If you have experience in a degree in a relevant field, apply today and make a difference!"
JD 1242,Graphic Designer,"George Town, Malaysia","Singh, Ray and Williams",Temporary,"We are looking for a dedicated Graphic Designer to join our Finance team at Singh, Ray and Williams. Your role will involve building client relationships. If you have experience in strong technical knowledge, apply today and make a difference!"
JD 1243,UX Designer,Singapore,Thompson-Morris,Contract,"We are looking for a dedicated UX Designer to join our IT team at Thompson-Morris. Your role will involve building client relationships. If you have experience in a customer-oriented mindset, apply today and make a difference!"
JD 1244,Customer Service Agent,Singapore,Smith Ltd,Contract,"We are looking for a dedicated Customer Service Agent to join our Engineering team at Smith Ltd. Your role will involve designing creative solutions. If you have experience in a customer-oriented mindset, apply today and make a difference!"
JD 1245,Software Developer,"Johor Bahru, Malaysia",Allen-Lowe,Internship,"As a Software Developer, you will be responsible for leading teams. The ideal candidate should have proven experience and be passionate about Marketing. Join our dynamic team at Allen-Lowe and contribute to building a better tomorrow."
JD 1246,Software Developer,"Shah Alam, Malaysia",Simpson Inc,Temporary,"We are looking for a dedicated Software Developer to join our Finance team at Simpson Inc. Your role will involve designing creative solutions. If you have experience in strong technical knowledge, apply today and make a difference!"
JD 1247,Civil Engineer,"Johor Bahru, Malaysia","Stanley, Hernandez and Keller",Part-time,"We are looking for a dedicated Civil Engineer to join our Finance team at Stanley, Hernandez and Keller. Your role will involve leading teams. If you have experience in a customer-oriented mindset, apply today and make a difference!"
JD 1248,UX Designer,Singapore,Mayer-Kelly,Remote,"As a UX Designer, you will be responsible for leading teams. The ideal candidate should have strong technical knowledge and be passionate about Creative Design. Join our dynamic team at Mayer-Kelly and contribute to building a better tomorrow."
JD 1249,Graphic Designer,"Bandar Seri Begawan, Brunei","Bond, Lynch and Miller",Part-time,"As a Graphic Designer, you will be responsible for developing software. The ideal candidate should have strong technical knowledge and be passionate about IT. Join our dynamic team at Bond, Lynch and Miller and contribute to delivering exceptional results."
JD 1250,Sales Executive,Singapore,Taylor-Smith,Temporary,"As a Sales Executive, you will be responsible for leading teams. The ideal candidate should have a customer-oriented mindset and be passionate about Creative Design. Join our dynamic team at Taylor-Smith and contribute to shaping the future of the industry."
JD 1251,Marketing Specialist,"Kuala Lumpur, Malaysia",Smith-Bell,Full-time,"As a Marketing Specialist, you will be responsible for designing creative solutions. The ideal candidate should have strong technical knowledge and be passionate about Marketing. Join our dynamic team at Smith-Bell and contribute to shaping the future of the industry."
JD 1252,Data Analyst,"Johor Bahru, Malaysia","Burgess, Baker and Howard",Internship,"We are looking for a dedicated Data Analyst to join our IT team at Burgess, Baker and Howard. Your role will involve leading teams. If you have experience in strong technical knowledge, apply today and make a difference!"
JD 1253,Civil Engineer,"Shah Alam, Malaysia","Lewis, Chavez and Collins",Contract,"We are looking for a dedicated Civil Engineer to join our IT team at Lewis, Chavez and Collins. Your role will involve developing software. If you have experience in excellent communication skills, apply today and make a difference!"
